,text,level
4293,أريد به الحرم الذي ألقته جمعيتنا بواسطة مجلسها الموقر على أحد الثعالب الكبار الذين يبشرون في آخر هذا الزمان بمذهب كهربائي تصدع الرءوس صدمته,5
4294,أريد به الحرم الذي ألقته جمعيتنا بواسطة مجلسها الموقر على أحد الثعالب الكبار الذين يبشرون في آخر هذا الزمان بمسار كهربائي إنفلقت الرءوس صدمته,4
4295,أريد به الحرم الذي ألقته جمعيتنا عن طريق اجتماعنا المحترم على أحد الثعالب الكبار الذين يدعون في آخر هذا الزمان بمسار كهربائي إنفلقت الرءوس صدمته,3
4296,وهو ينتشر بسرعة البرق,3
4297,ولكنه لا يختفي كالبرق عند ظهوره,3
4298,وكلما شددنا على أصحاب هذا المبدأ الكهربائي اللعين كلما ازداد نوره,4
4299,وكلما شددنا على أصحاب هذا الفكر الكهربائي اللعين كلما ازداد نوره,3
4300,وكلما ضغطنا عليه ازداد ارتعاشنا,4
4301,وكلما ضغطنا عليه ازدادت رجفتنا,3
4302,فالحرم الذي وضعه مجلسنا المستبد على هذا الثعلب الكبير بين قومه قد أضر بجامعتنا ضررا جسيما,4
4303,فالحرم الذي وضعه اجتماعنا الظالم على هذا الثعلب الكبير بين قومه قد أضر بجامعتنا ضررا كبيرا,3
4304,لأنه جاء على عكس ما كنا نظن,3
4305,وعوضا عن أن يبعد بقية الثعالب والحيوانات عن صاحب هذا المبدأ الخبيث زادهم تقربا إليه,4
4306,وعوضا عن أن يبعد بقية الثعالب والحيوانات عن صاحب هذا الفكر الخبيث زادهم قربا إليه,3
4307,نحن نسلحهم بطيشنا وهم يقاتلونا باتحادهم,5
4308,نحن نلوثهم بطيشنا وهم يقاتلونا باتحادهم,3
4309,ولا تظنوا أنني أهاب هذا الثعلب السفيه المجدف,5
4310,ولا تظنوا أنني أهاب هذا الثعلب السفيه الضال,4
4311,ولا تظنوا أنني أخاف هذا الثعلب الأحمق الضال,3
4312,وإني أنتقد مجلس التدبير خوفا من هذا الكافر,4
4313,وإني استنكر اجتماع التدبير خوفا من هذا الكافر,3
4314,وتزلفا إليه,5
4315,وقربا له,3
4316,كلا فهو الحق أقوله صادعا,5
4317,كلا فهو الحق أقوله عادلا,3
4318,تكفينا المخاطر الخارجية,3
4319,فما الحرم إلا ألعوبة يلهو بها المحارم,5
4320,فما الحرم إلا ألعوبة يلهو بها الممنوع,3
4321,ويرفسها المحروم,3
4322,لا أنكر أنه كان لهذه الألعوبة أيام هائلة في الأحقاب الغابرة,5
4323,لا أنكر أنه كان لهذه الألعوبة أيام هائلة في الأزمان السابقة,3
4324,فكانت إذا وقعت على رأس أحد قتلته اجتماعيا وأدبيا,3
4325,وقتلت معه كل من ينتمي إليه,3
4326,أما الآن فالطابة كبيرة,4
4327,أما حاليا فالكرة كبيرة,3
4328,غير أنها مملوءة هواء,3
4329,والذي يراها في الجو ساقطة ينخدع ويهرب من تحتها,3
4330,ولكن بعد أن تقع على الأرض يسكن روعه,4
4331,ولكن بعد أن تقع على الأرض يسكن خوفه,3
4332,ويضحك كثيرا,3
4333,إن هذه الخزعبلات لمن الآثار القديمة التي يجب علينا تركها,4
4334,إن هذه الخرافات لمن الآثار القديمة التي يجب علينا تركها,3
4335,فالأولى بنا أن نباشر أعمالا تضمن لنا الفوز,4
4336,فالأولى بنا أن نبدأ أعمالا تؤكد لنا الفوز,3
4337,وتبقي سلطتنا محصنة بمعاقل الاتحاد والذوق السليم,5
4338,وتبقي سلطتنا محصنة بمخابئ الاتحاد والذوق السليم,4
4339,وتبقي سلطتنا محمية بمخابئ الاتحاد والذوق السليم,3
4340,إن العدو شديد البأس عظيم القوة,4
4341,إن العدو شجاع عظيم القوة,3
4342,وإذا لم نقابله بقوة أعظم وأشد فعلى جمعياتنا البغلية والحمارية,3
4343,ومجالسنا التدبيرية السلام,5
4344,ومجالسنا المهيئة السلام,4
4345,واجتماعاتنا المهيئة السلام,3
4346,لا حاجة للقول إنني من رأي الحصان الفاضل في كل الأفكار التي أبداها,4
4347,لا حاجة للقول إنني من رأي الحصان المحترم في كل الأفكار التي أبداها,3
4348,وبرهن عنها بفصاحة وبلاغة يعجز مثلي عن الإتيان بمثلها,5
4349,وبرهن عنها بمهارة وبلاغة يعجز مثلي عن جلب مثلها,4
4350,وبرهن عنها بمهارة وقوة يصعب على مثلي عن جلب مثلها,3
4351,غير أني أريد أن أسأله علنا سؤالا واحدا صغيرا وهو أية طريقة يجب علينا اتخاذها لننتصر على القوات الكهربائية والبخارية,4
4352,غير أني أريد أن أسأله علنا سؤالا واحدا صغيرا وهو أية طريقة يجب علينا اتخاذها لننتصر على القوات الكهربائية والعاملة بالبخار,3
4353,ولنسحق التمدن الحديث,4
4354,ولنسحق التطور الحديث,3
4355,ولنقتل النجاح المادي الذي أفقرنا وأغنى أعداءنا,4
4356,ولنقتل النجاح الحقيقي الذي جعلنا فقراء وأغنى أعداءنا,3
4357,لا شك في كون الاتحاد مقبولا ومعقولا,4
4358,لا شك في أن يكون الاتحاد مقبولا ومعقولا,3
4359,فأنا أضحي الحقوق التي تطلبونها إن اقتضى الأمر,4
4360,فأنا أضحي الحقوق التي تطلبونها إن تتطلب الأمر,3
4361,وأعري نفسي من السلطة المعطاة لي إذا كانت هذه المحالفة تتم,5
4362,وأعري نفسي من السلطة المعطاة لي إذا كان هذا الإتحاد يتم,3
4363,ولكن كيف يجب أن نباشر العمل,4
4364,ولكن كيف يجب أن نبدأ العمل,3
4365,أنا أثني على قول الحصان الفاضل في أن المناقشات المنطقية والسفسطية,5
4366,أنا أثني على قول الحصان الفاضل في أن المناقشات المنطقية والمخادعة,4
4367,أنا امدح على قول الحصان المحترم في أن المناقشات المعقولة والمخادعة,3
4368,والجدالات اللاهوتية لا تفيدنا,5
4369,والمجادلات المعقدة لا تفيدنا,3
4370,ولا مجال لها في هذا المؤتمر,4
4371,ولا مكان لها في هذا الاجتماع,3
4372,وأننا كلنا من تبعة الأسد له المجد,3
4373,وتلك الاختلافات الصغيرة لم تولدها إلا مطامعنا,4
4374,وتلك الاختلافات الصغيرة لم تولدها إلا طمعنا,3
4375,وبالحري مطامع أسلافنا,5
4376,وبالأنسب مطامع أسلافنا,4
4377,وبالأنسب أطماع أجدادنا,3
4378,فهل يجب أن نخضع لأغلاط أسلافنا,4
4379,فهل يجب أن نخضع لأغلاط أجدادنا,3
4380,هل يحكم الماضي المحدود على المستقبل الغير المحدود,4
4381,هل يحكم الماضي الضيق على المستقبل الغير الضيق,3
4382,هل يسود الجهل على العلم الحقيقي والظلام الكالح على النور الإلهي الساطع,4
4383,هل ينتشر الجهل على العلم الحقيقي والظلام الأسود على النور الإلهي الساطع,3
4384,نعم,3
4385,إننا نعيش في جبل النور,3
4386,وإذا كنا ذوي عزم وحزم ونشاط ودهاء,4
4387,وإذا كنا أصحاب قرار وقوة ونشاط ودهاء,3
4388,فلنستخدم نور الكهربائية لسحقها,3
4389,أي لنقتل عدونا بسلاحه,4
4390,يعني لنقتل عدونا بسلاحه,3
4391,إني أشعر من ذاتي بضعف وانحلال أظنهما ناجمين عن دخول التحسينات العصرية إلى بلادنا الشمالية,4
4392,إني أشعر من نفسي بضعف وانقسام أظنهما ناتجين عن دخول التحسينات الحديثة إلى بلادنا الشمالية,3
4393,وكلما قربت منا هذه القوات سلبتنا شيئا من قوتنا بجاذبيتها,4
4394,وكلما اقتربت منا هذه القوات سرقتنا شيئا من قوتنا بجاذبيتها,3
4395,فلا يمضي ردح من الزمن,5
4396,فلا يمضي مدة من الزمن,4
4397,فلا تمر مدة من الزمن,3
4398,ونحن على هذه الحال حتى نرى أنفسنا في قبضتها وتحت دواليب العربات والأرتال,5
4399,ونحن على هذه الحال حتى نرى أنفسنا في قبضتها وتحت دواليب العربات والقوافل,4
4400,ونحن على هذه الحال حتى نرى أنفسنا في يدها وتحت دواليب العربات والقوافل,3
4401,هذا إذا لم نتحد ونبذل الجهد في إبعادها عنا,4
4402,هذا إذا لم نتحد ونعطي الجهد في إبعادها عنا,3
4403,وملاشاتها من العالم كله,5
4404,وإلغائها من العالم كله,3
4405,يجب أن تبقى مدفونة في طبقات الأرض كما قال حضرة الحصان المحترم,3
4406,ولا أظن أن كلامي يزيد الفائدة بعد أن أفاض حضرته في الحديث,4
4407,ولا أظن أن كلامي يزيد الفائدة بعد أن أطال حضرته في الحديث,3
